likes,body,time
48,"Известно, что беременным лучше не болеть гриппом: повышается риск осложнений как для матери, так и для плода. Но до сих пор не было ясно, почему — ведь этот вирус не проходит через плаценту. Австралийские ученые придумали свое объяснение: они обнаружили, что вирус гриппа может выходить из легких беременной самки мыши в аорту. Там он вызывает воспаление в стенке сосуда, которое заставляет мышцы сжиматься, повышает давление и лишает плода кислорода. И хотя в работе речь идет только о гриппе, авторы намекают, что при коронавирусе теоретически могло бы происходить нечто подобное — или, по крайней мере, этот механизм стоит иметь в виду

https://nplus1.ru/news/2020/09/25/pregnant-influenza",1601033009
46,"А у вас был в детстве микрокомпьютер «Электроника МК-85»? Он был очень популярен в конце 1980-х годов. Мы решили предаться ностальгии и купили этот аппарат. Но, естественно, не просто так: мы запрограммировали его на поиск числа Фибоначчи и поиграли в «Принца Персии»

https://nplus1.ru/material/2020/08/12/mk85-basic

Партнерский материал",1601029875
51,"Глобальное потепление меняет наш мир вовсе не так медленно, как может показаться, а последствия наступившего кризиса затронут абсолютно всех. Масштабное исследование журналиста Дэвида Уоллеса-Уэллса «Необитаемая Земля. Жизнь после глобального потепления» рассказывает, как именно изменится жизнь людей в ближайшем будущем. Предлагаем вам ознакомиться с фрагментом, который посвящен системным кризисам, возникающим в связи с глобальным потеплением — от появления климатических беженцев до экологической деградации и эффектов хронического недоедания

https://nplus1.ru/blog/2020/09/25/the-uninhabitable-earth",1601026885
50,"Ученые нашли подтверждение тому, что промышленное загрязнение арктических экосистем — сильнейший фактор глобального изменения климата. Толщина годичных колец сотен лиственниц и елей в окрестностях Норильска не соответствовала климатическим тенденциям — деревья не стали расти лучше с повышением температуры воздуха. Это случилось из-за попадания большого количества аэрозолей в атмосферу, которая стала менее проницаемой для солнечного света

https://nplus1.ru/news/2020/09/25/dendroclimatology-of-arctic",1601023363
47,"Уже через полторы недели будут объявлены лауреаты Нобелевской премии. По традиции компания Clarivate Analytics сделала свой прогноз и составила список ученых, которые могут получить награду — если не в этом году, то через несколько лет. Рассказываем о научных трендах этого года и о самых цитируемых исследователях

https://nplus1.ru/blog/2020/09/24/nobel-prediction",1601020369
8,"Привычная ситуация: заходите в соц.сеть и видите блок с аккаунтами людей, которых можете знать. Реализовать такую фичу — пример задачи Data Scientist'а.
Есть желание войти в профессию всего за 3,5 месяца и делать крутые штуки? 

В SkillFactory стартует онлайн буткемп с полным погружением в профессию Data Scientist всего за 14 недель (это в 6 раз быстрее, чем аналогичные программы!).
Буткемпы — это программы ускоренного обучения IT-специальностям, которые помогают новичкам быстро освоиться в мире технологий, они успешно зарекомендовали себя за рубежом.

Data Bootcamp от SkillFactory — это: 
— обучение 5 дней в неделю по 6-8 часов в день;
— минимум теории, максимум практики: вы учитесь, а наставники помогают стать вам Junior Data Scientist'ом;
— 10+ проектов в ваше портфолио;
— индивидуальный подход и поддержка ментора;
— а еще нетворкинг и знакомство со сферой. 

Давно хотели трансформировать свою карьеру в короткие сроки? Ознакомьтесь с программой и запишитесь на курс со скидкой 40%: https://clc.am/srYb9A

#реклама",1601016267
30,"Глобальное изменение климата сильнее всего скажется на Арктике — уже сейчас понятно, что местные льды более обычного подвержены таянию. В партнерском материале рассказываем, как изменения климата скажутся на экономике России (ведь большая часть арктических льдов находится на нашей территории) и какие возможности и опасности нам откроются

https://nplus1.ru/material/2020/09/11/global-warming-northern-sea",1601013363
166,"Интуитивно кажется, что если поставить два листа бумаги параллельно друг другу и подуть между ними, то воздух раздвинет их. В реальности будет совсем наоборот: согласно закону Бернулли, чем выше скорость потока, тем ниже статическое давление. Благодаря этому же физическому принципу два близко стоящих флага могут начать колебаться синхронно и с очень большой амплитудой. Сейчас китайские инженеры придумали, как извлечь из этого пользу: ветряной трибоэлектрогенератор на основе флаттера и эффекта Бернулли оказался очень хорош при низких скоростях ветра, и потенциально с его помощью можно будет питать небольшие приборы вроде метеодатчиков

https://nplus1.ru/news/2020/09/24/triboelectricity",1600971670
42,"Один из самых мощных оптических телескопов в мире VLT возобновил наблюдения за небом спустя пять месяцев после закрытия из-за пандемии Covid-19. Однако говорить о возвращении Европейской южной обсерватории к нормальной жизни пока рано — часть телескопов по-прежнему закрыта, а все работы ведутся в ограниченном режиме

https://nplus1.ru/news/2020/09/24/paranal-covid-work",1600968698
60,"Ученые из Германии и Австрии улучшили технологию создания магнитных робополосок, благодаря чему они могут двигаться быстрее и с большей частотой. Исследователи показали это на примере искусственной венериной мухоловки, которая успевает поймать муху до того, как она успеет среагировать на ее срабатывание

https://nplus1.ru/news/2020/09/24/magnetic-robot",1600965708
44,"Термоэлектрические охладители Пельтье уже давно вошли во всеобщее употребление, однако все еще крайне неэффективны и во многом уступают даже обычным компрессионным холодильникам. Физики надеются, что это можно исправить, делая очень тонкие образцы охлаждающий элементов — тогда на руку ученым будут играть квантовые эффекты. Для этого исследователи из Лос-Анджелеса создали самый маленький термоэлектрический «холодильник» (по словам авторов, в 10 тысяч раз меньше предыдущего рекордсмена) и научились измерять его температуру по размерам капель, конденсирующихся на его поверхности

https://nplus1.ru/news/2020/09/24/nano-thermoelectric-cooler",1600962692
46,"Добавление всего 20 процентов водорода в европейскую газораспределительную сеть приведет к сокращению выбросов углекислого газа на 60 миллионов тонн в год. Но многие скептически относятся к водородной энергетике, и часто небезосновательно. В партнерском материале мы разобрали, через какие этапы проходит водород на пути к потребителю: от производства и транспортировки до создания нужной инфраструктуры — и рассказали о проблемах, которые возникают на каждом из них

https://nplus1.ru/material/2020/09/02/hydrogen-fuel",1600957872
